ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
IT,,Id.1 Scelta progettuale e sue modalità di inserimento nel contesto esistente---Id.2 Impiego di tecnologie che sfruttano le fonti energetiche rinnovabili---Id.3 Realizzazione di sistemi automatici di gestione e monitoraggio impianti---Id.4 Tempi di esecuzione della progettazione e dei lavori---Id.5 Servizio di gestione Impianti---Id.6 Servizio di gestione Impianti---Id.7 Servizio di manutenzione straordinaria---Id.8 Informazione e comunicazione
PL,155866.2,
BE,31500,Plan van aanpak
PL,,Termin realizacji bieżącego zamówienia---Termin załatwienia reklamacji
EE,,
BG,13355.15,
RO,864.01,
NL,1,Quality
FR,6000,Valeur technique
PL,18512.66,
FI,674000,
LT,,
DE,1,Berufserfahrung
DE,136981.4,
DE,,
RO,15.17,Termenul de livrare Se va puncta termenul ofertat pentru livrarea medicamentelor; termen calculat ca perioada cuprinsa intre data emiterii comenzii ferme de catre achi... detalii pe www.e-licitatie.ro
DE,69700,Personaleinsatzkonzept---Reaktionszeitenkonzept
PL,74907.86,
ES,63031.01,Memoria de organización y desarrollo de los trabajos
SI,,
ES,200000,Technical award criteria
FR,,Valeur technique
SI,3161.3,
RO,,
PL,,Okres gwarancji
DE,655900,
RO,39620.26,Performanta tehnica. Punctajul acordat pentru timpul de răspuns pentru verificare și diagnosticare la sediul beneficiarului---Punctajul acordat pentru durata (măsurată în luni) de acordare a garanției; după intervenția accidentală; inclusiv reparații
RO,1999.87,
RO,,
PL,5738.99,Gwarancja
RO,1159.72,
LT,64462.81,
FR,35000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
PL,107582.98,Cena---Termin płatności
LT,,
BG,,
ES,16545,Criterios valorables mediante aplicación de fórmulas---Precio base para cada lote.
UK,364560.19,Quality
SE,6.42,Uppdragsorganisation
FR,480350,Valeur technique
DE,97198.06,
DE,,
BG,,Осигурена техническа помощ
PL,,
PL,2499.64,Dostawa na ratunek” w ciągu 12 godz.; także w dni wolne od pracy (tj. soboty; niedziele i święta)
FR,400000,La qualité ludique---La qualité technique du jeu---Le taux de couverture de la commande fictive---Performances en matière de protection de l&apos;environnement
PL,9772.9,Jakość
DE,,
LV,742.57,
FR,160000,Prix de l&apos;offre---Valeur technique de l&apos;offre
SI,474.92,shema kakovosti
FR,,Valeur technique de l&apos;offre
DE,107726.66,
PL,57473.96,
RO,,
DE,1,Das wirtschaftlich günstigste Angebot in Bezug auf den Angebotspreis
FR,56000,Valeur technique
RO,259.63,
CZ,240461.71,Nabídková cena---Servisní služby
PL,6626.95,Termin płatności
DE,83162,Erfüllungsgrad der technischen Leistungsbeschreibung---Ersatzteilversorgung---Garantiezeit---Kundendienst---Lieferzeit---Preis
PL,31100.02,Termin wykonania zamówienia
RO,14203.53,Componenta tehnica
PL,1648.59,
PL,10911.9,
RO,4075.47,
FR,,
RO,193648.45,Conditii pentru prestarea serviciilor (a+b); din care a.Asigurarea serviciilor Max. 30 puncte b. Clasificarea spaţiilor de cazare Max. 15puncte
PL,,
FR,71875,Valeur technique
RO,,
HR,,Rok isporuke
HR,,
PL,2879.1,Termin dostawy
FR,3000,Valeur technique
IT,,
PT,,
DE,67000,
CZ,1173.02,
FR,103463.97,Valeur technique
PL,365.99,
DK,,Organisation
ES,,Aspectos técnicos---Criterios subjetivos de estética; adecuación y similitud de luminarias---Mejoras en ampliación del número de elementos suministrados---Plazo de garantía---Precio más bajo
RO,23602.3,
CZ,13075.19,
LV,29891.37,Preces cena---Preces garantijas laiks---Preces piegādes laiks
RO,,
LT,,
PL,25311.8,
BG,10090602.31,
IT,1385076.88,Qualità
RO,,
RO,56491.22,
ES,133501.64,
FR,2226999,Valeur technique
RO,,
RO,,
RO,,Termenul de livrare
RO,14238.28,
PL,5469.61,
IT,1095014.02,Qualità
ES,1519452.68,
DE,50000,Nebenkosten---Stundensätze (netto)---Vorstellung Büro u. Projektabwicklung
RO,,Termenul de livrare
UK,9114,
IT,17850000,80
CZ,31164783.79,
BG,383474.79,Оценка на техническото предложение---подпоказател Концепция за изпълнение предмета на поръчката (обосновка на участника)---подпоказател Професионална компетентност на персонала за изпълнение на дейности по проектиране
FR,4440,Livraison---Performances environnementales et développement durable---Valeur technique
NO,7308828.46,Quality
CZ,15389.01,
RO,551.82,
PL,405.6,
ES,,Calidad de las muestras lote IV (criterio 1)---Capacidad de respuesta lote IV (criterio 4)---Oferta de dispensación eficiente lote IV (criterio 2)---Precio lote IV (criterio 3)
FR,10154.35,Valeur technique
PL,73697.41,
RO,,
PL,58.03,Termin dostawy
RO,25.1,
BG,42185620,Предложена цена
CZ,206.47,
RO,446.95,
RO,,
SI,11658.98,
RO,,
PL,24376.4,
UK,797475.42,Quality management/systems---Sustainability---Technical skills
UK,4146.87,Quality
RO,425852.95,Conditii pentru prestarea serviciilor (a+b); din care a.Asigurarea serviciilor Max. 30 puncte b. Clasificarea spaţiilor de cazare Max. 15puncte
FR,48500,
RO,43729.21,
ES,195404.4,Logística y servicio---Oferta económica---Valoración en uso
RO,,
AT,505710,Qualität und Funktionalität
DE,310290.1,
PL,55295.51,
RO,2674.14,
RO,406.95,
FR,,Valeur technique de l&apos;offre
LU,16612.76,
SI,6371.2,
RO,,
RO,,
HU,30126.04,3.2. Magnetikusan záró belső ajtók min. 5 ponton (Igen / Nem)---3.3. Fogyasztás (berendezésenként)---3.4. Készülék ajtaján elhelyezkedő automatikus; fűtött szellőzőnyílás (Igen / Nem)
RO,79394.77,
PL,219976.73,cena---okres gwarancji
FI,624862,
FR,760000,Valeur technique
UK,,Customer Requirements
BE,400000,
RO,1719.15,
FR,,
PL,,
RO,,
FR,1,Performances en matière de protection de l&apos;environnement---Valeur technique
SI,,
DK,100204.26,Jf. udbudsmaterialet
PL,,DOŚWIADCZENIE
RO,2602096.6,
RO,,
RO,325901.42,
PL,,Termin płatności
SI,3551.51,
LT,,
NO,0.1,See the tender documentation.
IE,12999703.54,
IT,352360.44,Qualità
PL,,
RO,19648.92,
DE,108518.43,Lieferzeit---Qualität---Technischer Wert---Wartung
RO,1085.28,
RO,686.27,
FR,,Environnement---Prix---Technique
PL,16288.16,
DK,,
PL,7826.94,
PL,,
CZ,31281.65,
DE,137182,Konzept 1---Konzept 2---Quantität
LT,,
ES,,Ver los criterios cualitativos evaluables mediante fórmulas específicos para cada uno de los 12 lotes---Ver los criterios cualitativos evaluables mediante un juicio de valor específicos para cada uno de los 12 lotes
PL,174494.99,
DE,236760,
DK,70719.65,Miljø
RO,,
RO,,
RO,477463.13,
DE,475000,Herangehensweise---Lösung fachtechnische Aufgaben---Personaleinsatzkonzept---Präsentation
ES,181344,Criterios cuantificables automáticamente---Criterios que dependen de un juicio de valor
DE,746000,Qualität
ES,231374.43,Derogación regla proporcional---Oferta económica---Reducción de franquicia---Tasa de regularización
RO,461.93,
RO,1283.38,
RO,,
PL,34088.79,
UK,,Social and environmental (awards &amp;gt; 100 000 GBP---Technical
FR,7695,Valeur technique
RO,8529.91,CATEGORIA DE PIESE OFERTATE - piese OE (de origine - agreate de producătorul fiecarui tip de autovehicul) sau OEM (Original Equipment Manufacturer)---NUMARUL DE POSTURI DE LUCRU ALOCAT AUTORITĂŢII CONTRACTANTE
ES,87330.66,1. Mejor precio---2. Participación en beneficios---3. Eliminación exclusiones previstas en los apartados a) y b) de la prescripción técnica segunda (exclusiones)---4. Anticipo de la indemnización por fallecimiento que corresponda
RO,2731.12,
NL,1,
PL,,
PL,4971.19,Termin dostaw---Termin płatności
GR,,
RO,1896.61,
BG,318241.59,По част Проектиране — Срок за проектиранеж---По част Строителство — Мерки за намаляване на затрудненията при изпълнение на СМР за живущите в сградата---По част Строителство — Работна програма за изпълнение на строителството---По част Строителство — Управление на критичните точкиж
RO,,
ES,1017.5,Criterios cualitativos
LT,259.2,
SI,10980,
SI,54486.98,A. Višina premije---B. Sistem popustov; bonusov oziroma individualnih bonitet---C. Rok izplačila odškodnin oz. zavarovalnin
IT,,
DE,0.01,
ES,2226452.8,Criterios valorables por parámetros o fórmulas objetivas---Precio
UK,,
UK,,
RO,,
RO,,
FR,433347,Valeur technique de l&apos;offre
PL,8725.8,Wymiana leku
RO,301.27,
UK,2756.99,Capped Pricing---Priority supplier programme---Quality
SI,73.02,
DE,130000,Fachliche Eignung---Leistungsfähigkeit
FR,60000,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
RO,,
IT,901716,Qualität
PL,19080.42,
ES,,CA1 — Precio---CA2 — Plazos de suministro---CA3 — Catálogo adicional---CA4 — Acreditación sistema de gestión ambiental---CA5 — Acreditación sistema de gestión de calidad
FR,100000,Performances environnementales---Valeur technique
PL,1646.03,
NO,,
PL,636808.92,Okres gwarancji
BG,,
BE,298000,
DE,221000,
RO,,
BG,,
RO,697.85,
FR,26850,Valeur technique
DE,,
UK,7.79,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,809.22,
ES,4566.11,
PL,,Okres gwarancji---Termin dostawy
DE,0.01,
BG,,Брой увеличителни полета---Размер на образния/те монитор/и в контролната зала на ангиографската уредба---Скорост на охлаждане на анода в kHU/min---Топлинен капацитет на анода в MHU
PL,6524.21,
RO,,
PL,,
NO,6648590.51,Quality
SI,,
PL,,
PL,,termin dostawy
RO,201.69,
FR,37625,Politique du candidat en matière de développement durable---Valeur technique de l&apos;offre
CH,265696.02,Auftragsabwicklung---Auftragsanalyse---Bau-Erfahrung unter erschwerten Bedingungen---Preis
RO,,
RO,1207.47,
RO,,
EE,109410,
SI,6472.2,
FR,59520,Valeur technique
PL,2559.57,Termin realizacji reklamacji
ES,52320,Organización---Producto---Servicio
ES,360000,Appropriateness of organisation of work---Case Study; according to the sub-criteria defined in section 4.4.2.1 of the Tender Specifications---Relevance of methodological approach and action plan
BG,12884.75,
LV,21056,
PL,,
IT,,tecnica
DE,68935,
DE,417262.6,
PL,,TERMIN DOSTAWY---TERMIN PŁATNOŚCI
LT,3235,
UK,139.17,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,199213.01,Componenta tehnica/calitativa
PL,5549.05,
RO,,
ES,,Código de barras de lectura o data matrix en la unidad mínima de dispensación---Código de colores en las diferentes dosificaciones---Menor precio
HU,1967414.69,M.2.1. pontja szerinti szakember többletlétszáma
RO,193844.44,
DE,352240,
PL,16717.37,Jakość Realizacji Dostaw
ES,4152000,Criterios evaluables mediante formulas
ES,,Mejoras---Oferta económica
NL,1,
SK,7249972,
FR,36584.94,Prix
ES,861568,Criterios evaluables mediante fórmulas automáticas---Criterios evaluables mediante juicio de valor
RO,10.01,
LT,,
HU,255401.51,jótállás időtartama (24-36 hónap között értékelve)---teljesítési határidő a szerződéskötéstől (45-60 nap között értékelve)
DE,539670,
PL,47852.29,Cena---Termin płatności
FR,240000,Valeur technique
PL,,
UK,203242.31,After sales applications and technical support---Delivery; installation and training---Quality of proposal
LV,36900,Preču daudzums; kas atbilst bioloģiskās lauksaimniecības shēmas (BLS) vai nacionālās pārtikas kvalitātes shēmas (NPKS) vai lauksaimniecības produktu integrētās audzēšanas (LPIA) prasībām---Videi draudzīga produkta piegāde
PL,6069.43,Termin dostawy---Termin płatności
PL,3006.76,Termin dostawy zamówionego asortymentu---Termin płatności
DK,1580477.09,Kvalitet
PL,2061.62,skrócenie terminu dostawy
AT,243297.8,Gewährleistungsfristverlängerung---Schlüsselpersonal
DE,112240.81,
RO,,
FR,27915,Valeur technique---Valeur technique qualité de l&apos;organisation du site et de l&apos;équipe dédiée proposées---Valeur technique qualité des lieux d&apos;accueil proposés---Valeur technique qualité des moyens techniques proposés
RO,19583.17,
NL,280000,Social return
UK,,
ES,,Proposición económica---Proposición técnica
PL,41883.84,Jakość---Termin rozpatrzenia reklamacji jakościowej przedmiotu dostawy min. 2 dni; max. 5 dni roboczych---Termin zapłaty min. 45 dni; max. 60 dni
UK,,Quality
PL,,Termin płatności
SE,1.89,
PL,433484.83,Doświadczenie Kierownika Budowy---Okres Gwarancji
BE,5200,Délai de garantie---Qualité---Support technique---Valeur technique
LV,7360,
ES,,
FR,750000,Prix conformément aux sous-critères prévus dans l&apos;AAPC---Valeur technique conformément aux sous-critères prévus dans l&apos;AAPC
SE,,
RO,395901.63,
RO,,
BG,5215257.18,
RO,5.48,
PL,21872.67,
FR,9892,
CZ,77911.96,Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 1/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 1/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 2/2---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/2---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 3/3---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/0---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/1---Nabídková cena v CZK bez DPH příplatku za předtisk archového papíru s tlakovým lepením – barevnost 4/4---Nabídková cena v CZK bez DPH za 1 000 ks papíru archového s tlakovým lepením – laser min. 90 g/m2 o rozměru 230 cm x 12´´---Nabídková cena v CZK bez DPH za 1 000 ks papíru archového s tlakovým lepením – laser min. 90 g/m2 o rozměru 230 cm x 16´´---Nabídková cena za lakování 1 000 ks papíru (tiskový lak celoplošně formátu 230x12´´)---Nabídková cena za perforaci 1 000 ks papíru (jednotná cena za všechny perforace a děrování daného formátu)---Nabídková cena za vytvoření nebo změnu grafického návrhu v CZK bez DPH za 1 hodinu---Nabídková cena za výseky 1 000 ks papíru (jednotná cena za všechny výseky na daném formátu)
DE,0.01,Qualitätskonzept
RO,7525.05,
BG,,
FR,1150578,Valeur technique appréciée au regard du mémoire technique
FR,,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
PL,30900,Termin dostawy
LT,,
SI,202.4,
RO,,
BG,,
PL,67386.45,
LV,8295.9,Piedāvāto pārtikas produktu ar paaugstinātu kvalitātes līmeni daudzums; kas pārsniedz tehniskajā specifikācijā norādīto minimālo apjomu---Piedāvātā vērtējamā cenu summa pozīcijā---Videi draudzīga pārtikas produktu piegāde; samazinot vides piesārņojumu ar autotransporta izplūdes gāzēm vai ceļa infrastruktūras slodzi
BG,,
HU,312.91,Átlagos szállítási távolság
PL,,
RO,18966.13,
PT,14700,
GR,10050,
RO,184078.77,Componenta tehnica
DE,,Konzept
RO,5369.21,
PL,2285.23,Termin dostawy zamówienia---Termin płatności rachunku/faktury VAT
PL,1396.13,Termin dostawy
SE,464426.34,
PL,,Termin płatności
RO,,
RO,,
FR,191146,Caleur technique---Valeur environnementale
RO,1951.19,
GR,480774.2,
ES,,Criterios de carácter social---Medios materiales. Características de la flota---Oferta económica
RO,311.5,
ES,,
FR,370880.8,Performance en matière d&apos;insertion professionnelle des publics en difficulté (coef)---Valeur technique (coef)
SE,1322114.25,
PL,468382.93,cena---termin płatności
RO,109.03,2. Durata de livrare
CZ,48720.41,
DK,365652.75,Kvalitet---Pris
UK,185697.85,
RO,,Demonstrarea unei metodologii corespunzatoare pentru obținerea asigurarii că activitatile sunt realizate la parametrii calitativi solicitați (planul de management al calității lucrărilor executate) – P3---Gradul de adecvare al graficului general de realizare a investiției publice; resursele alocate pentru realizarea activităților în contract prin raportare la metodologia de executare a activităților – P2
